id;budget;genres;imdb_id;original_language;original_title;overview;popularity;production_companies;production_countries;release_date;revenue;runtime;spoken_languages;status;tagline;title;vote_average;vote_count;production_companies_number;production_countries_number;spoken_languages_number
4739;0;Drama;tt0067652;fr;Raphaël ou le débauché;1830, somewhere in France. Aurore is a young, beautiful and virtuous widow. She meets Raphael, a man of leisure, a debauchee. Raphael is obsessed by the death, and wait for it by chasing women and drinking. He first tries to seduce her, but is impressed by her and gives up. But Aurore felt in love with him, and tries not to look as inacessible. A romantic drama, with dispair, cynism, disgust for life and love.;0.043419;none;France;02/04/1971;0;100;Français;Released;;Raphael or the Debauched One;5.8;6;0;1;1
4746;0;Drama|Music|War;tt0067667;fr;Rendez-vous à Bray;In 1917, the First World War is raging. Julien is from Luxemburg, so instead of having to go to war he studies piano in Paris. One day his friend Jacques, also a musician and now a fighter pilot on the front, invites him to spend a few days in his family's empty house in Bray. The housekeeper, a beautiful but mute woman lets Julien in, but his friend is late and he is obliged to wait. In the meantime, he starts reminiscing of the pre-war days spent with his friend and Jacques' girlfriend Odile.;4,00E-06;Ciné Vog Films;Germany;12/06/1971;0;90;Français;Released;;Appointment in Bray;4.7;5;6;3;2
4747;0;Drama|Foreign;tt0068991;fr;Nathalie Granger;With little or no embellishment, filmmaker Marguerite Duras offers a simple, often wordless chronicle of a woman's day. She and her friend are seen doing yard work, talking about their families and receiving the occasional visitor. The brightest spot in the day is when a washing machine salesman comes to call.;0.008033;Mouflet et Cie;France;06/10/1972;0;83;Français;Released;;Nathalie Granger;6.2;5;1;1;1
4750;0;Comedy;tt0215386;en;Ça va pas être triste;No overview found.;0.003018;Le Goff Productions;France;09/02/1983;0;90;Français;Released;;Ça va pas être triste;0.0;0;1;1;1
4762;1000000;Comedy|Drama;tt0073858;de;Die verlorene Ehre der Katharina Blum;Katharina Blum is a young handsome German maid. She meets Ludwig, and they fall in love at once. They spend the night together. In the morning, the police bursts in her flat, looking for Ludwig : he is a terrorist. But he was no longer here. Katharina is arrested, humiliated, suspected to be a terrorist herself, dragged in the mud by the newspapers...;0.919709;WDR;Germany;10/10/1975;0;106;Deutsch;Released;A young woman's life is scrutinized by police and tabloid press after she spends the night with a suspected terrorist.;The Lost Honor of Katharina Blum;7.3;18;3;1;1
4764;0;Comedy;tt0077697;en;L'horoscope;No overview found.;0.00025;Sphinx Films;France;21/06/1978;0;90;Français;Released;;L'horoscope;0.0;0;1;1;1
4765;0;Comedy;tt0073142;fr;L'ibis rouge;No overview found.;4.7e-05;Les Films de l'Epée;France;21/05/1975;0;90;Français;Released;;The Red Ibis;6.0;1;2;1;1
4766;0;Comedy;tt0066042;en;La Maison;no overview;0.001357;none;France;01/01/1970;0;90;Français;Released;;La Maison;0.0;0;0;1;1
4767;0;Documentary;tt1300240;en;"""Here We Come""";The story of hip hip behind the iron curtain.;0.001175;Filmakademie Baden-Württemberg;Germany;01/01/2006;0;87;Deutsch;Released;;"""Here We Come""";0.0;0;1;1;1
4771;19000000;Crime|Drama|Mystery;tt0452623;en;Gone Baby Gone;When 4 year old Amanda McCready disappears from her home and the police make little headway in solving the case, the girl's aunt, Beatrice McCready hires two private detectives, Patrick Kenzie and Angie Gennaro. The detectives freely admit that they have little experience with this type of case, but the family wants them for two reasons - they're not cops and they know the tough neighborhood in which they all live. As the case progresses, Kenzie and Gennaro face drug dealers, gangs and pedophiles. When they are about to solve the case, they are faced with a moral dilemma that tears them apart.;2.334659;Miramax Films;United States of America;19/10/2007;34619699;113;English;Released;Everyone wants the truth... until they find it.;Gone Baby Gone;7.2;936;2;1;1
4772;0;Thriller|Comedy|Drama;tt0060268;en;Cul-de-sac;A wounded criminal and his dying partner take refuge at a beachfront castle. The owners of the castle, a meek Englishman and his willful French wife, are initially the unwilling hosts to the criminals. Quickly, however, the relationships between the criminal, the wife, and the Englishman begin to shift in humorous and bizarre fashion.;0.535237;Tekli British Productions;United Kingdom;01/02/1966;0;113;English;Released;;Cul-de-sac;6.9;44;1;1;1
4780;0;Drama|Thriller|Mystery;tt0074991;en;Obsession;New Orleans businessman Michael Courtland’s life is shattered when his wife and daughter are tragically killed in a botched kidnap rescue attempt. Many years later whilst visiting Italy he meets and falls in in love with Sandra Portinari, who bears a striking resemblance to his wife.;0.66329;Columbia Pictures Corporation;United States of America;01/08/1976;0;98;English;Released;;Obsession;6.5;49;2;1;1
4782;0;Drama;tt0110002;en;Heart of Darkness;A trading company manager travels up an African river to find a missing outpost head and discovers the depth of evil in humanity's soul.;0.000702;Chris/Rose Productions;United States of America;13/03/1994;0;100;English;Released;The jungle offers incredible riches, but its price can be deadly.;Heart of Darkness;5.5;8;2;1;1
4785;0;Crime;tt0285960;fr;Quand la ville s'éveille;An armored van is attacked and the gangsters hide the loot in a graveyard.;3,00E-06;Les Productions Belles Rives;France;05/06/1975;0;90;Français;Released;;When the City Awakes;4.0;1;1;1;1
4786;0;Comedy|Drama;tt0405393;es;Rudo y Cursi;Two brothers living a hard life of manual labor in rural Mexico have a simple dream: saving enough money to build their mother her dream house. But fate has other plans. A friendly game of soccer leads to first Rudo, then to Cursi being taken on by the nation’s top talent scout. Suddenly, they find themselves living the high life of star athletes: fame, fortune, fast cars and beautiful women.;0.611766;Canana Films;Mexico;19/12/2008;0;102;Español;Released;Even when your luck runs out, some things never change.;Rudo & Cursi;6.1;37;1;2;1
4787;0;Crime|Drama|Thriller;tt0795493;en;Cassandra's Dream;The tale of two brothers with serious financial woes. When a third party proposes they turn to crime, things go bad and the two become enemies.;1.081338;Virtual Studios;United Kingdom;18/06/2007;0;108;English;Released;Family is Family;Cassandra's Dream;6.2;197;3;2;1
4788;0;Action|Thriller|Crime|Foreign;tt0073626;it;Revolver;An Italian prison official's wife is kidnapped, and the kidnappers demand that a notorious prisoner be released in order for the man to get his wife back. He gets the man released - but then kidnaps him himself, in order to ensure that the man's colleagues don't kill his wife. Enraged, the gang sets out to free their compatriot and kill the man who took him.;0.033165;Société Nouvelle de Cinématographie;Italy;27/09/1973;0;110;Italiano;Released;The last battle between crime and the law in every major city in the world.;Revolver;7.3;5;3;3;1
4789;0;Drama;tt0065777;it;Il giardino dei Finzi Contini;"In late 1930s Ferrara, Italy, the Finzi-Continis are a leading family: wealthy, aristocratic, and urbane; they are also Jewish. Their adult children, Micol and Alberto, gather a diverse circle of friends for tennis and parties at their villa with its lovely grounds, and try to keep the rest of the world at bay. But tensions between them all grow as anti-Semitism rises in Fascist Italy, and even the Finzi-Continis will have to confront the Holocaust.";0.205082;Documento Film;Italy;04/12/1970;0;95;Italiano;Released;;The Garden of the Finzi-Continis;6.6;28;2;1;1
4790;0;Thriller;tt0071890;fr;Nada;Nada, named after a gang of Spanish anarchists, is a small, confused band of French terrorists. They kidnap the American ambassador after one of his regular visits to an exclusive brothel. The gang starts to quarrel amongst themselves as to the diplomat's fate, while the police purge suspects in their attempts to destroy the Nada faction. As the violence escalates on both sides, the States and the terrorists are forced to use one another's methods in an increasingly desperate and relentless conflict.;0.002412;Italian International Film;France;21/03/1974;0;132;Français;Released;;The Nada Gang;6.3;4;3;2;1
4791;0;Crime|Drama;tt0070139;it;I Guappi;In this period piece set in Italy, Nicola Bellizzi dreams of becoming a lawyer. However, when he seeks the reason that people are reluctant to help him in his goals, he discovers that some of his blood relations are high-ranking members of the Mafia. He tries to break away from his family obligations, but falls into a life of crime and violence.;0.12718;Gianni Hecht Lucari;Italy;21/05/1973;0;130;Italiano;Released;;Blood Brothers;7.0;2;1;1;1
4792;0;Thriller|Crime|Foreign;tt0069419;en;Le tueur;Christmas Eve in Paris. Leo Zimmerman is a businessman who lives for his beloved little daughter’s smile. Outwardly, his life is exemplary. However, when Dimitri Kopas walks into his office, pretending to be a normal client, Leo understands that a contract is out on his head and that the young man has come to town to kill him. Overcome with anxiety and paranoia, no longer able to sleep, Leo decides to meet the killer face to face and to broker a strange deal.;0.075418;Europa Films;Germany;01/03/1972;0;87;Français;Released;;Killer;4.0;1;1;2;1
4798;0;Science Fiction|Drama;tt0063152;fr;Je t'aime, je t'aime;Recovering from an attempted suicide, a man is selected to participate in a time travel experiment that has only been tested on mice. A malfunction in the experiment causes the man to experience moments from his past in a random order.;0.022154;Les Productions Fox Europa;France;24/04/1968;0;94;Nederlands;Released;;Je t'aime, je t'aime;6.3;14;2;1;3
4799;0;Drama;tt0158299;en;Un grand patron;No overview found.;0.000248;Éclair-Journal;France;28/11/1951;0;95;Français;Released;;Un grand patron;0.0;0;1;1;1
4800;0;Comedy;tt0078954;en;Charles et Lucie;No overview found.;0.0;Cythère Films;France;05/09/1979;0;90;Français;Released;;Charles et Lucie;0.0;0;2;1;1
4806;70000000;Comedy|Romance;tt0163187;en;Runaway Bride;Ike Graham, New York columnist, writes his text always at the last minute. This time, a drunken man in his favourite bar tells Ike about Maggie Carpenter, a woman who always flees from her grooms in the last possible moment. Ike, who does not have the best opinion about females anyway, writes an offensive column without researching the subject thoroughly.;2.077626;Paramount Pictures;United States of America;30/07/1999;309457509;116;English;Released;Catch her if you can.;Runaway Bride;5.7;416;4;1;1
4807;0;Adventure|Fantasy;tt0048642;en;Son of Sinbad;Legendary pirate and adventurer Sinbad is in single-minded pursuit of two things: beautiful women and a substance called Greek Fire--an early version of gunpowder.;0.000302;RKO Radio Pictures;United States of America;02/06/1955;0;91;English;Released;HOLD ON TO YOUR TURBANS! Here comes Adventure's boldest son!;Son of Sinbad;6.0;1;1;1;1
4808;4000000;Comedy|Mystery|Romance|Thriller;tt0056923;en;Charade;After Regina Lampert falls for the dashing Peter Joshua on a skiing holiday in the French Alps, she discovers upon her return to Paris that her husband has been murdered. Soon, she and Peter are giving chase to three of her late husband's World War II cronies, Tex, Scobie and Gideon, who are after a quarter of a million dollars the quartet stole while behind enemy lines. But why does Peter keep changing his name?;0.804341;Universal Pictures;United States of America;05/12/1963;13474588;113;English;Released;Is anyone really who they seem to be?;Charade;7.7;314;1;1;4
4809;0;Comedy|Drama;tt0048130;en;Good Morning Miss Dove;Beloved schoolteacher reflects back on her life and former students when she is hospitalized...;0.092705;Twentieth Century Fox Film Corporation;United States of America;23/11/1955;0;107;English;Released;;Good Morning Miss Dove;7.0;3;1;1;1
4813;0;Romance|Comedy;tt0094395;de;Zärtliche Chaoten;Ricky, Walter and Edmund, 3 not very successful and chaotic Daydreamer, meet after all of them get fired from the set of the new Winnetou production. On their way to the next town they meet Rosi and all 3 of them fall immediately in love with her. After an intimate party with just the four of them Rosi finds out that she's pregnant and every one of them could be the father. Till they can be sure who the father is the three of them try to help Rosa out in any way they can and to get the necessary money for the baby, the three of them will try anything, regardless how chaotic the outcome will be.;0.124011;K.S. Film;Germany;20/08/1987;0;93;Deutsch;Released;;Three Crazy Jerks;4.8;4;1;1;1
